phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D015179	species	37752	Flavobacterium hibernum	Bacteria	1	0.00177377	0.00177377		
D015179	species	37922	Nesterenkonia halobia	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	37927	Sinomonas atrocyanea	Bacteria	1	7.38985E-05	7.38985E-05		
D015179	species	38322	Pseudothermotoga elfii	Bacteria	1	0.000197564	0.000197564		
D015179	species	38502	Blastococcus aggregatus	Bacteria	1	0.00177377	0.00177377		
D015179	species	38875	Bacillus oleronius	Bacteria	1	0.00219722	0.00219722		
D015179	species	39047	Mycoplasma sturni	Bacteria	1	0.000211481	0.000211481		
D015179	species	39100	Pseudothermotoga subterranea	Bacteria	1	0.00305371	0.00305371		
D015179	species	39122	Skermania piniformis	Bacteria	1	0.000459582	0.000459582		
D015179	species	39152	Methanococcus maripaludis	Archaea	1	0.000790255	0.000790255		
D015179	species	39768	Blattabacterium sp. (Mastotermes darwiniensis)	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	39956	Methylobacterium mesophilicum	Bacteria	1	0.00533646	0.00533646		
D015179	species	39960	Erythrobacter litoralis	Bacteria	1	0.000422962	0.000422962		
D015179	species	39962	Legionella moravica	Bacteria	1	0.00384165	0.00384165		
D015179	species	40137	Oligotropha carboxidovorans	Bacteria	1	0.000634443	0.000634443		
D015179	species	40223	Methylophaga thalassica	Bacteria	1	0.00336512	0.00336512		
D015179	species	40561	Zoogloea resiniphila	Bacteria	1	0.00177377	0.00177377		
D015179	species	40577	Xenorhabdus poinarii	Bacteria	1	3.16708E-05	3.16708E-05		
D015179	species	40991	Thiomonas thermosulfata	Bacteria	1	0.00192082	0.00192082		
D015179	species	41431	Cyanothece sp. PCC 8801	Bacteria	1	0.000464817	0.000464817		
D015179	species	41988	Cryobacterium psychrophilum	Bacteria	1	0.000732086	0.000732086		
D015179	species	42252	Desulfovibrio termitidis	Bacteria	1	0.01189	0.01189		
D015179	species	42443	Roseobacter litoralis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	42808	Alicyclobacillus disulfidooxidans	Bacteria	1	0.0144816	0.0144816		
D015179	species	43759	Streptomyces wedmorensis	Bacteria	1	0.0608098	0.0608098		
D015179	species	43771	Corynebacterium urealyticum	Bacteria	1	0.00152844	0.00152844		
D015179	species	43774	Syntrophus buswellii	Bacteria	1	0.00459158	0.00459158		
D015179	species	43990	Corynebacterium segmentosum	Bacteria	1	0.00300915	0.00300915		
D015179	species	44255	Bradyrhizobium oligotrophicum	Bacteria	1	0.0456361	0.0456361		
D015179	species	44575	Nitrosomonas cryotolerans	Bacteria	1	3.16708E-05	3.16708E-05		
D015179	species	44737	Capnocytophaga sp.	Bacteria	1	0.00231	0.00231		
D015179	species	45065	Legionella geestiana	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	45068	Legionella londiniensis	Bacteria	1	0.003803	0.003803		
D015179	species	45361	Mycoplasma conjunctivae	Bacteria	1	0.000154939	0.000154939		
D015179	species	45465	Vogesella indigofera	Bacteria	1	0.00013724	0.00013724		
D015179	species	45497	[Clostridium] ultunense	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	45498	Helicobacter cholecystus	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	45611	Psychrobacter frigidicola	Bacteria	1	0.00195545	0.00195545		
D015179	species	45655	Desulfonema magnum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	45656	Desulfonema limicola	Bacteria	1	0.000353243	0.000353243		
D015179	species	45657	Desulfonema ishimotonii	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	45677	Azohydromonas lata	Bacteria	1	0.00682547	0.00682547		
D015179	species	46161	Actinomadura kijaniata	Bacteria	1	0.0071541	0.0071541		
D015179	species	46353	Agrococcus jenensis	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	46467	Halocella cellulosilytica	Bacteria	1	0.000353243	0.000353243		
D015179	species	46470	Halanaerobacter lacunarum	Bacteria	1	0.00184807	0.00184807		
D015179	species	47055	Dethiosulfovibrio peptidovorans	Bacteria	1	0.000413488	0.000413488		
D015179	species	47484	Streptosporangium koreanum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	47498	Pedomicrobium manganicum	Bacteria	1	0.475748	0.475748		
D015179	species	47500	Aneurinibacillus migulanus	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	47872	Micromonospora purpureochromogenes	Bacteria	1	0.0739407	0.0739407		
D015179	species	48664	Xanthomonas fragariae	Bacteria	1	0.00879508	0.00879508		
D015179	species	48935	Novosphingobium aromaticivorans	Bacteria	1	0.203584	0.203584		
D015179	species	48937	Novosphingobium stygium	Bacteria	1	0.00236726	0.00236726		
D015179	species	49283	Paenibacillus thiaminolyticus	Bacteria	1	0.00366043	0.00366043		
D015179	species	50052	Mycoplasma crocodyli	Bacteria	1	0.000474512	0.000474512		
D015179	species	51367	Salinivibrio costicola	Bacteria	1	6.33416E-05	6.33416E-05		
D015179	species	52131	Rhizobium hainanense	Bacteria	1	0.0712934	0.0712934		
D015179	species	52691	Acetobacterium fimetarium	Bacteria	1	0.00360933	0.00360933		
D015179	species	52768	Actinomyces georgiae	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	53332	Desulfobulbus elongatus	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	53358	Intrasporangium calvum	Bacteria	1	0.000154939	0.000154939		
D015179	species	53368	Hamadaea tsunoensis	Bacteria	1	0.0965803	0.0965803		
D015179	species	53398	Hyphomicrobium aestuarii	Bacteria	1	0.00411066	0.00411066		
D015179	species	53441	Nocardiopsis lucentensis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	53461	Nakamurella multipartita	Bacteria	1	0.000634443	0.000634443		
D015179	species	54007	Anaerococcus octavius	Bacteria	1	0.00385282	0.00385282		
D015179	species	54062	Pediococcus parvulus	Bacteria	1	0.000242809	0.000242809		
D015179	species	54120	Methanolacinia petrolearia	Archaea	1	0.000395127	0.000395127		
D015179	species	54254	Thermosphaera aggregans	Archaea	1	1.05569E-05	1.05569E-05		
D015179	species	54308	Pleurocapsa minor	Bacteria	1	0.0032039	0.0032039		
D015179	species	54571	Streptomyces venezuelae	Bacteria	1	0.0321934	0.0321934		
D015179	species	56426	Bartonella clarridgeiae	Bacteria	1	0.00148037	0.00148037		
D015179	species	56438	Couchioplanes caeruleus	Bacteria	1	3.16708E-05	3.16708E-05		
D015179	species	56455	Xanthomonas hyacinthi	Bacteria	1	0.00177377	0.00177377		
D015179	species	57028	Algoriphagus ratkowskyi	Bacteria	1	0.00545316	0.00545316		
D015179	species	57037	Lactobacillus zeae	Bacteria	1	0.000353243	0.000353243		
D015179	species	57705	Halomicrobium mukohataei	Archaea	1	0.00325977	0.00325977		
D015179	species	58352	Kitasatospora mediocidica	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	59733	Chryseobacterium scophthalmum	Bacteria	1	0.0106712	0.0106712		
D015179	species	59846	Paenibacillus chibensis	Bacteria	1	0.00177377	0.00177377		
D015179	species	60137	Sulfitobacter pontiacus	Bacteria	1	0.00270285	0.00270285		
D015179	species	60450	Kribbella sandramycini	Bacteria	1	0.00193143	0.00193143		
D015179	species	60480	Shewanella sp. MR-4	Bacteria	1	0.000309878	0.000309878		
D015179	species	60706	Actinomadura formosensis	Bacteria	1	0.00347838	0.00347838		
D015179	species	60890	Phaeobacter gallaeciensis	Bacteria	1	0.000154939	0.000154939		
D015179	species	60894	Saccharopolyspora spinosa	Bacteria	1	8.44555E-05	8.44555E-05		
D015179	species	61598	Lamprocystis purpurea	Bacteria	1	0.00438116	0.00438116		
D015179	species	63959	Demetria terragena	Bacteria	1	0.000678896	0.000678896		
D015179	species	64969	Oceanospirillum multiglobuliferum	Bacteria	1	0.000197564	0.000197564		
D015179	species	64971	Pseudospirillum japonicum	Bacteria	1	0.00260913	0.00260913		
D015179	species	65093	Halothece sp. PCC 7418	Bacteria	1	0.000634443	0.000634443		
D015179	species	65123	Mycoplasma wenyonii	Bacteria	1	0.000395127	0.000395127		
D015179	species	65786	Hydrogenophaga intermedia	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	66229	Komagataeibacter intermedius	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	66269	Pantoea stewartii	Bacteria	1	8.44555E-05	8.44555E-05		
D015179	species	66377	Streptomyces violens	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	66875	Streptomyces catenulae	Bacteria	1	0.00270285	0.00270285		
D015179	species	66886	Streptomyces fasiculatus	Bacteria	1	0.00294464	0.00294464		
D015179	species	67300	Streptomyces flocculus	Bacteria	1	0.00257566	0.00257566		
D015179	species	67351	Streptomyces puniceus	Bacteria	1	0.00357705	0.00357705		
D015179	species	67367	Streptomyces tanashiensis	Bacteria	1	0.0143082	0.0143082		
D015179	species	67373	Streptomyces varsoviensis	Bacteria	1	0.000724522	0.000724522		
D015179	species	67385	Streptomyces xanthophaeus	Bacteria	1	0.00192082	0.00192082		
D015179	species	67780	Edwardsiella ictaluri	Bacteria	1	0.0117754	0.0117754		
D015179	species	67855	Muribacter muris	Bacteria	1	0.00972573	0.00972573		
D015179	species	68209	Streptomyces globosus	Bacteria	1	0.00151007	0.00151007		
D015179	species	68251	Streptomyces paraguayensis	Bacteria	1	0.00263463	0.00263463		
D015179	species	68280	Streptomyces violaceusniger	Bacteria	1	0.000154939	0.000154939		
D015179	species	68286	Streptomyces zaomyceticus	Bacteria	1	0.146659	0.146659		
D015179	species	69366	Microbacterium flavescens	Bacteria	1	0.00993049	0.00993049		
D015179	species	69396	Caulobacter fusiformis	Bacteria	1	0.0025084	0.0025084		
D015179	species	69964	Azotobacter salinestris	Bacteria	1	0.00188051	0.00188051		
D015179	species	71280	Thermococcus acidaminovorans	Archaea	1	4.22277E-05	4.22277E-05		
D015179	species	71451	Enterococcus malodoratus	Bacteria	1	0.02745	0.02745		
D015179	species	71452	Enterococcus raffinosus	Bacteria	1	0.00932	0.00932		
D015179	species	71998	Thermococcus pacificus	Archaea	1	1.05569E-05	1.05569E-05		
D015179	species	72607	Acinetobacter genomosp. 13	Bacteria	1	0.00174007	0.00174007		
D015179	species	72803	Thermococcus siculi	Archaea	1	0.000924035	0.000924035		
D015179	species	73913	Methanocaldococcus vulcanius	Archaea	1	2.11139E-05	2.11139E-05		
D015179	species	74311	Brevundimonas bacteroides	Bacteria	1	0.00354755	0.00354755		
D015179	species	74315	Brevundimonas intermedia	Bacteria	1	0.00368311	0.00368311		
D015179	species	74348	Sulfitobacter brevis	Bacteria	1	3.16708E-05	3.16708E-05		
D015179	species	74702	Desulfotomaculum luciae	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	75294	Saccharomonospora xinjiangensis	Bacteria	1	0.00983574	0.00983574		
D015179	species	75964	alpha proteobacterium MBIC3368	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	76020	Amycolatopsis alba	Bacteria	1	0.00615479	0.00615479		
D015179	species	76728	Streptomyces vitaminophilus	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	76947	Sphingobium herbicidovorans	Bacteria	1	0.450708	0.450708		
D015179	species	76978	Novosphingobium rosa	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	77585	Craurococcus roseus	Bacteria	1	0.00432844	0.00432844		
D015179	species	79269	Desulfurella multipotens	Bacteria	1	0.000998452	0.000998452		
D015179	species	79967	Erwinia pyrifoliae	Bacteria	1	0.0223112	0.0223112		
D015179	species	80842	Herbaspirillum rubrisubalbicans	Bacteria	1	0.00309799	0.00309799		
D015179	species	80849	Wolbachia endosymbiont of Brugia malayi	Bacteria	1	0.0010574	0.0010574		
D015179	species	80878	Acidovorax temperans	Bacteria	1	0.00250708	0.00250708		
D015179	species	80880	Hylemonella gracilis	Bacteria	1	0.0124164	0.0124164		
D015179	species	81405	Desulfovibrio burkinensis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	82688	Lactobacillus nagelii	Bacteria	1	4.22277E-05	4.22277E-05		
D015179	species	82801	Desemzia incerta	Bacteria	1	0.0082656	0.0082656		
D015179	species	82985	Pragia fontium	Bacteria	1	0.000467405	0.000467405		
D015179	species	82996	Serratia plymuthica	Bacteria	1	0.000464817	0.000464817		
D015179	species	83455	Myxococcus stipitatus	Bacteria	1	0.000845923	0.000845923		
D015179	species	83615	Luteimonas mephitis	Bacteria	1	0.00177377	0.00177377		
D015179	species	83986	Methanoculleus bourgensis	Archaea	1	0.000774695	0.000774695		
D015179	species	84035	Propionispira arboris	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	84037	Syntrophococcus sucromutans	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	84096	Gordonia alkanivorans	Bacteria	1	0.00224341	0.00224341		
D015179	species	84158	Oceanimonas doudoroffii	Bacteria	1	4.22277E-05	4.22277E-05		
D015179	species	84633	Kineosporia rhizophila	Bacteria	1	0.000467405	0.000467405		
D015179	species	85682	Anaerobacillus arseniciselenatis	Bacteria	1	0.00162989	0.00162989		
D015179	species	86667	Jeotgalibacillus marinus	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	88364	Psychromonas marina	Bacteria	1	0.000353243	0.000353243		
D015179	species	88874	Luteococcus peritonei	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	89093	Ignavigranum ruoffiae	Bacteria	1	0.00386026	0.00386026		
D015179	species	89154	Corynebacterium terpenotabidum	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	89768	Methylobacterium sp. MBIC4305	Bacteria	1	0.00192082	0.00192082		
D015179	species	89772	Aquamicrobium lusatiense	Bacteria	1	0.00219722	0.00219722		
D015179	species	90970	Alicyclobacillus tolerans	Bacteria	1	0.00259855	0.00259855		
D015179	species	92401	Mycoplasma cloacale	Bacteria	1	0.00559425	0.00559425		
D015179	species	92835	Microbacterium ketosireducens	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	94627	Ochrobactrum grignonense	Bacteria	1	0.00218298	0.00218298		
D015179	species	97393	Ferroplasma acidarmanus	Archaea	1	0.000154939	0.000154939		
D015179	species	97398	Streptomyces abikoensis	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	98512	Brevundimonas sp. LMG 9564	Bacteria	1	0.00128917	0.00128917		
D015179	species	99372	marine bacillus NRRLB-14910	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	99375	marine bacillus NRRLB-14906	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	99380	marine bacillus NRRLB-14909	Bacteria	1	0.00482719	0.00482719		
D015179	species	99656	[Clostridium] fimetarium	Bacteria	1	0.000844555	0.000844555		
D015179	species	99807	Corynebacterium auriscanis	Bacteria	1	0.00210066	0.00210066		
D015179	species	100053	Leptospira alexanderi	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	100468	Lactobacillus perolens	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	101534	Candidatus Blochmannia pennsylvanicus	Bacteria	1	0.000395127	0.000395127		
D015179	species	103731	Saccharothrix espanaensis	Bacteria	1	0.000211481	0.000211481		
D015179	species	103810	Riemerella columbina	Bacteria	1	0.00154352	0.00154352		
D015179	species	103891	Veillonella criceti	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	104268	Tenacibaculum mesophilum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	104662	Chitinophaga japonensis	Bacteria	1	0.00177377	0.00177377		
D015179	species	105229	Bacillus fumarioli	Bacteria	1	0.00219626	0.00219626		
D015179	species	106370	Frankia sp. CcI3	Bacteria	1	0.000197564	0.000197564		
D015179	species	106592	Ensifer adhaerens	Bacteria	1	0.00125401	0.00125401		
D015179	species	108819	Coprothermobacter platensis	Bacteria	1	0.00177377	0.00177377		
D015179	species	112900	Sporomusa acidovorans	Bacteria	1	0.00013724	0.00013724		
D015179	species	113560	Actinoplanes consettensis	Bacteria	1	0.00252883	0.00252883		
D015179	species	113569	Cryptosporangium minutisporangium	Bacteria	1	0.000924035	0.000924035		
D015179	species	114692	Streptomyces yogyakartensis	Bacteria	1	0.00444523	0.00444523		
D015179	species	114882	Mycoplasma elephantis	Bacteria	1	0.000724522	0.000724522		
D015179	species	115744	Synechococcus sp. PCC 7902	Bacteria	1	0.0250393	0.0250393		
D015179	species	115778	Leuconostoc gelidum subsp. gasicomitatum	Bacteria	1	0.00095	0.00095		
D015179	species	115783	Geobacter thiogenes	Bacteria	1	0.00182502	0.00182502		
D015179	species	117207	Sphingopyxis alaskensis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	119394	Pseudothermotoga thermarum	Bacteria	1	4.22277E-05	4.22277E-05		
D015179	species	120377	Salana multivorans	Bacteria	1	0.00545316	0.00545316		
D015179	species	121726	Heliorestis baculata	Bacteria	1	0.0018939	0.0018939		
D015179	species	122960	Alicyclobacillus herbarius	Bacteria	1	0.0022646	0.0022646		
D015179	species	123296	Microbacterium sp. VKM Ac-1389	Bacteria	1	0.00102901	0.00102901		
D015179	species	123299	Microbacterium sp. VKM Ac-1782	Bacteria	1	0.000514507	0.000514507		
D015179	species	123305	Microbacterium sp. VKM Ac-2014	Bacteria	1	0.00298882	0.00298882		
D015179	species	123783	Natrialba hulunbeirensis	Archaea	1	0.00177377	0.00177377		
D015179	species	123840	Haemophilus cf. paragallinarum CCUG 18783	Bacteria	1	0.0193674	0.0193674		
D015179	species	124285	Nocardiopsis xinjiangensis	Bacteria	1	0.00745712	0.00745712		
D015179	species	125627	Thiothrix flexilis	Bacteria	1	0.000395127	0.000395127		
D015179	species	126333	Desulfovibrio desulfuricans subsp. aestuarii	Bacteria	1	0.003184	0.003184		
D015179	species	127886	Bacillus hemicellulosilyticus	Bacteria	1	0.00322747	0.00322747		
D015179	species	131110	Actinomyces radingae	Bacteria	1	0.000197564	0.000197564		
D015179	species	132932	Acetobacterium tundrae	Bacteria	1	0.000600046	0.000600046		
D015179	species	133189	Bdellovibrio sp. W	Bacteria	1	0.00532132	0.00532132		
D015179	species	134984	Nocardia fluminea	Bacteria	1	0.000306151	0.000306151		
D015179	species	135487	Nocardia cyriacigeorgica	Bacteria	1	0.000197564	0.000197564		
D015179	species	135735	Bacillus endophyticus	Bacteria	1	0.00292834	0.00292834		
D015179	species	138118	Quatrionicoccus australiensis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	138300	Kytococcus schroeteri	Bacteria	1	0.00177377	0.00177377		
D015179	species	139208	Isoptericola variabilis	Bacteria	1	0.000154939	0.000154939		
D015179	species	141693	Nocardiopsis kunsanensis	Bacteria	1	0.00231782	0.00231782		
D015179	species	142596	Streptococcus pasteuri	Bacteria	1	0.000665087	0.000665087		
D015179	species	142864	Cylindrospermum stagnale	Bacteria	1	0.000211481	0.000211481		
D015179	species	143495	Aneurinibacillus thermoaerophilus	Bacteria	1	0.00050902	0.00050902		
D015179	species	145261	Methanothermobacter wolfeii	Archaea	1	0.000154939	0.000154939		
D015179	species	145285	Nocardia ignorata	Bacteria	1	0.00208303	0.00208303		
D015179	species	150025	Leifsonia naganoensis	Bacteria	1	0.00177377	0.00177377		
D015179	species	150060	Halonatronum saccharophilum	Bacteria	1	0.00322103	0.00322103		
D015179	species	150120	Shewanella livingstonensis	Bacteria	1	0.00177377	0.00177377		
D015179	species	150122	Curtobacterium herbarum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	150172	Flavobacterium tegetincola	Bacteria	1	0.000920446	0.000920446		
D015179	species	150340	Vibrio antiquarius	Bacteria	1	0.000634443	0.000634443		
D015179	species	151755	Xenophilus azovorans	Bacteria	1	0.0018939	0.0018939		
D015179	species	152331	Lactobacillus parabuchneri	Bacteria	1	3.16708E-05	3.16708E-05		
D015179	species	153491	Alysiella crassa	Bacteria	1	0.00711415	0.00711415		
D015179	species	153494	Rarobacter incanus	Bacteria	1	0.000116126	0.000116126		
D015179	species	153496	Kozakia baliensis	Bacteria	1	0.0166642	0.0166642		
D015179	species	153948	Nitrosomonas sp. AL212	Bacteria	1	0.000197564	0.000197564		
D015179	species	157225	Salinicoccus hispanicus	Bacteria	1	0.00284123	0.00284123		
D015179	species	157268	Helicobacter winghamensis	Bacteria	1	0.00239383	0.00239383		
D015179	species	157673	[Mannheimia] succiniciproducens	Bacteria	1	0.000309878	0.000309878		
D015179	species	157696	Alicyclobacillus sp. DSM 6481	Bacteria	1	0.0144816	0.0144816		
D015179	species	158327	Hahella chejuensis	Bacteria	1	0.000309878	0.000309878		
D015179	species	158898	Gordonia westfalica	Bacteria	1	0.00177377	0.00177377		
D015179	species	159723	Thermaerobacter nagasakiensis	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	160386	Corynebacterium casei	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	160699	Agrobacterium larrymoorei	Bacteria	1	0.00301377	0.00301377		
D015179	species	161156	Thermodesulfobacterium hydrogeniphilum	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	162393	Microbacterium aurantiacum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	163361	Streptomyces beijiangensis	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	163874	Arthrobacter tumbae	Bacteria	1	0.0029849	0.0029849		
D015179	species	164756	Mycobacterium sp. MCS	Bacteria	1	0.000211481	0.000211481		
D015179	species	165807	Nocardia cummidelens	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	166935	Pseudoalteromonas translucida	Bacteria	1	0.000924035	0.000924035		
D015179	species	167481	Lactobacillus mindensis	Bacteria	1	0.00395288	0.00395288		
D015179	species	167642	Ilyobacter polytropus	Bacteria	1	0.0303681	0.0303681		
D015179	species	167643	Ilyobacter insuetus	Bacteria	1	0.00349675	0.00349675		
D015179	species	167644	Ilyobacter tartaricus	Bacteria	1	0.00593718	0.00593718		
D015179	species	169433	alpha proteobacterium LMG 20591	Bacteria	1	0.00392758	0.00392758		
D015179	species	169960	Arthrobacter gandavensis	Bacteria	1	0.00392758	0.00392758		
D015179	species	170673	Vibrio kanaloae	Bacteria	1	4.22277E-05	4.22277E-05		
D015179	species	171121	Sulfurihydrogenibium subterraneum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	171279	Mycoplasma anatis	Bacteria	1	0.00177377	0.00177377		
D015179	species	171400	Paenibacillus sp. DSM 1482	Bacteria	1	0.00658877	0.00658877		
D015179	species	171402	Paenibacillus sp. DSM 1474	Bacteria	1	0.00146417	0.00146417		
D015179	species	171404	Paenibacillus agaridevorans	Bacteria	1	0.00219626	0.00219626		
D015179	species	171686	Bacillus sp. LMG 20243	Bacteria	1	0.000732086	0.000732086		
D015179	species	173364	Brachybacterium sacelli	Bacteria	1	0.0107666	0.0107666		
D015179	species	173959	Brevibacillus invocatus	Bacteria	1	0.00169116	0.00169116		
D015179	species	174922	Treponema refringens	Bacteria	1	0.340969	0.340969		
D015179	species	175628	Gordonia paraffinivorans	Bacteria	1	0.00384165	0.00384165		
D015179	species	176290	Halomonas halocynthiae	Bacteria	1	0.000670659	0.000670659		
D015179	species	177400	Anaerophaga thermohalophila	Bacteria	1	0.00234291	0.00234291		
D015179	species	178774	Bacillus luciferensis	Bacteria	1	0.000464817	0.000464817		
D015179	species	179838	Lactobacillus diolivorans	Bacteria	1	4.22277E-05	4.22277E-05		
D015179	species	179878	Sphingomonas elodea	Bacteria	1	0.00192082	0.00192082		
D015179	species	180194	Giesbergeria giesbergeri	Bacteria	1	0.000691994	0.000691994		
D015179	species	180197	Giesbergeria anulus	Bacteria	1	0.00313347	0.00313347		
D015179	species	180441	Flavobacterium limicola	Bacteria	1	0.0177377	0.0177377		
D015179	species	183556	Rhodococcus maanshanensis	Bacteria	1	0.00395288	0.00395288		
D015179	species	184072	Cosenzaea myxofaciens	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	185951	Sphingomonas aerolata	Bacteria	1	0.00467312	0.00467312		
D015179	species	187304	Labrenzia aggregata	Bacteria	1	0.000600046	0.000600046		
D015179	species	187400	Paracoccus zeaxanthinifaciens	Bacteria	1	0.000154939	0.000154939		
D015179	species	187868	Acidovorax valerianellae	Bacteria	1	0.000951846	0.000951846		
D015179	species	188913	Cetobacterium somerae	Bacteria	1	0.26614	0.26614		
D015179	species	190195	Kribbella antibiotica	Bacteria	1	0.0429246	0.0429246		
D015179	species	190200	Nocardiopsis sp. YIM 90014	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	191960	Sedimenticola selenatireducens	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	192073	Shewanella denitrificans	Bacteria	1	0.000634443	0.000634443		
D015179	species	192387	Alicyclobacillus sendaiensis	Bacteria	1	0.0675806	0.0675806		
D015179	species	194197	Neisseria dentiae	Bacteria	1	0.00560853	0.00560853		
D015179	species	194868	Sphingomonas sp. ATCC 31961	Bacteria	1	0.00234291	0.00234291		
D015179	species	196914	Actinoplanes friuliensis	Bacteria	1	0.000154939	0.000154939		
D015179	species	197345	Psychroflexus tropicus	Bacteria	1	0.000105569	0.000105569		
D015179	species	198092	Roseomonas rosea	Bacteria	1	0.000197564	0.000197564		
D015179	species	198706	Lampropedia hyalina	Bacteria	1	0.000445268	0.000445268		
D015179	species	199596	Methylocella silvestris	Bacteria	1	0.000197564	0.000197564		
D015179	species	200415	Caldisphaera lagunensis	Archaea	1	1.05569E-05	1.05569E-05		
D015179	species	200451	Pseudomonas poae	Bacteria	1	0.000154939	0.000154939		
D015179	species	200905	Cellvibrio ostraviensis	Bacteria	1	0.0025084	0.0025084		
D015179	species	202258	Halobacillus sp. YIM-kkny2	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	202611	Lysinibacillus odysseyi	Bacteria	1	2.11139E-05	2.11139E-05		
D015179	species	202750	Kurthia sibirica	Bacteria	1	0.00177377	0.00177377		
D015179	species	202772	Zooshikella ganghwensis	Bacteria	1	0.0019609	0.0019609		
D015179	species	202950	Acinetobacter baylyi	Bacteria	1	0.000732086	0.000732086		
D015179	species	203907	Candidatus Blochmannia floridanus	Bacteria	1	0.000309878	0.000309878		
D015179	species	204042	Dickeya zeae	Bacteria	1	0.012705	0.012705		
D015179	species	204463	Comamonadaceae bacterium PIV-3D	Bacteria	1	0.00527565	0.00527565		
D015179	species	206042	Pseudoalteromonas mariniglutinosa	Bacteria	1	0.00050902	0.00050902		
D015179	species	206506	Kerstersia gyiorum	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	208441	Amycolatopsis decaplanina	Bacteria	1	1.05569E-05	1.05569E-05		
D015179	species	209274	Entomoplasma lucivorax	Bacteria	1	0.00177377	0.00177377		
D015179	species	209446	Candidatus Mycoplasma haemominutum	Bacteria	1	0.000309878	0.000309878		
D015179	species	209458	Bacillus arbutinivorans	Bacteria	1	0.00177377	0.00177377		
D015179	species	209460	Bacillus djibelorensis	Bacteria	1	0.0453893	0.0453893		
D015179	species	209897	Afifella pfennigii	Bacteria	1	0.000467405	0.000467405		
D015179	species	211502	Conchiformibius kuhniae	Bacteria	1	0.0106712	0.0106712		
D015179	species	213680	Ancalomicrobium adetum	Bacteria	1	0.00545971	0.00545971		
D015179	species	215221	Komagataeibacter rhaeticus	Bacteria	1	0.000600046	0.000600046		
D015179	species	215689	Erwinia sp. Ejp617	Bacteria	1	0.00294384	0.00294384		
D015179	species	215691	Thermomonas brevis	Bacteria	1	0.00384165	0.00384165		
D015179	species	215813	Dinoroseobacter shibae	Bacteria	1	0.000154939	0.000154939		
D015179	species	216427	Mesoplasma chauliocola	Bacteria	1	0.000634443	0.000634443		
D015179	species	216934	Spiroplasma corruscae	Bacteria	1	9.50124E-05	9.50124E-05		
