phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D003924	species	43660	Pseudoalteromonas undina	Bacteria	3	0.00176666666666667	0.00234	0.00140094016051127	
D003924	species	45072	Legionella quateirensis	Bacteria	3	0.007530737	0.000494314	0.0124996490166584	
D003924	species	45242	Capnocytophaga granulosa	Bacteria	3	0.000277832466666667	0.000310781	0.000163969676536405	
D003924	species	45498	Helicobacter cholecystus	Bacteria	3	0.000292799333333333	0.000258712	0.000100483183276274	
D003924	species	46161	Actinomadura kijaniata	Bacteria	3	0.000464221666666667	0.000442617	0.000349333415865607	
D003924	species	47055	Dethiosulfovibrio peptidovorans	Bacteria	3	0.000179967333333333	0.000164771	3.69664562858456E-05	
D003924	species	47497	Pedomicrobium ferrugineum	Bacteria	3	0.00138866133333333	0.00100953	0.00113255146351295	
D003924	species	52699	Aeromicrobium fastidiosum	Bacteria	3	0.000390161333333333	0.00044422	0.000177273559735606	
D003924	species	53427	Gordonia hirsuta	Bacteria	3	0.000310782	0.000164771	0.000286957924983786	
D003924	species	53441	Nocardiopsis lucentensis	Bacteria	3	0.000545097333333333	0.00039988	0.000507348073438082	
D003924	species	53442	Eubacterium callanderi	Bacteria	3	0.000279037666666667	0.000310453	0.000174919758910574	
D003924	species	54007	Anaerococcus octavius	Bacteria	3	0.0175383366666667	0.0079233	0.0210696758122671	
D003924	species	54011	Pseudonocardia sulfidoxydans	Bacteria	3	0.00282247466666667	0.000329542	0.00449514233783551	
D003924	species	54067	Xylophilus ampelinus	Bacteria	3	0.000294401	0.000221845	0.000175284605932752	
D003924	species	55601	Vibrio anguillarum	Bacteria	3	0.000248209666666667	0.000199974	0.000151988795686831	
D003924	species	55758	Methanobrevibacter filiformis	Archaea	3	0.00440401666666667	0.00474293	0.000756848961176095	
D003924	species	58344	Streptomyces celluloflavus	Bacteria	3	0.000660078	0.000659085	0.000407646407082167	
D003924	species	59842	Paenibacillus chondroitinus	Bacteria	3	0.00417382133333333	0.000899881	0.00623978517519172	
D003924	species	59843	Paenibacillus glucanolyticus	Bacteria	3	0.0003397	0.000336378	0.000201893498884932	
D003924	species	61592	Corynebacterium durum	Bacteria	3	0.00183333333333333	0.00225	0.00129623814684391	
D003924	species	63363	Aquifex aeolicus	Bacteria	3	0.000252810333333333	0.000195845	0.000162497681476793	
D003924	species	64002	Nevskia ramosa	Bacteria	3	0.000361639	0.000394758	0.000151965743215371	
D003924	species	64160	Desulfurobacterium thermolithotrophum	Bacteria	3	0.000126409	0.000126465	1.31070897227417E-05	
D003924	species	64972	Oceanobacter kriegii	Bacteria	3	0.00633995366666667	0.00233862	0.00822307855216769	
D003924	species	65093	Halothece sp. PCC 7418	Bacteria	3	0.0002858846	0.00031505	0.000173167054909068	
D003924	species	65700	Erwinia tracheiphila	Bacteria	3	0.000204937933333333	9.99868E-05	0.00019002145679163	
D003924	species	66269	Pantoea stewartii	Bacteria	3	0.000229946466666667	0.000226549	0.00013178764891997	
D003924	species	66430	Streptomyces roseus	Bacteria	3	0.000936336	0.000499934	0.0010573445295891	
D003924	species	66821	Sulfurospirillum multivorans	Bacteria	3	0.000861037666666667	0.000265608	0.00109228806617867	
D003924	species	67314	Streptomyces lavendofoliae	Bacteria	3	0.000343566	0.000329542	0.000183935406020701	
D003924	species	67385	Streptomyces xanthophaeus	Bacteria	3	0.000308705266666667	0.000167044	0.000305284515110107	
D003924	species	68223	Streptomyces katrae	Bacteria	3	0.000177263	0.000167044	1.97011109585221E-05	
D003924	species	68249	Streptomyces pactum	Bacteria	3	0.000237233	0.000167044	0.000158273358942685	
D003924	species	70996	Herpetosiphon geysericola	Bacteria	3	0.000230429333333333	0.000266547	0.000100154082614406	
D003924	species	71997	Thermococcus gorgonarius	Archaea	3	0.000230806666666667	0.000237239	0.000112780157786436	
D003924	species	72556	Achromobacter piechaudii	Bacteria	3	0.000261050333333333	0.000199974	0.000161035092356708	
D003924	species	79329	Chitinophaga pinensis	Bacteria	3	0.001584876	0.00027199	0.00238965390575874	
D003924	species	81895	Prosthecomicrobium pneumaticum	Bacteria	3	0.00133729533333333	0.000461147	0.00184780430247154	
D003924	species	82806	Streptococcus ovis	Bacteria	3	0.00211749226666667	0.00027199	0.00334656806834217	
D003924	species	83263	Aminobacter aminovorans	Bacteria	3	0.000869402333333333	0.000252383	0.00110229676639476	
D003924	species	83291	Streptomyces armeniacus	Bacteria	3	0.000253795	0.000252383	0.000163966559859015	
D003924	species	83526	Lactobacillus paralimentarius	Bacteria	3	0.000663918	0.000347315	0.00078136703845696	
D003924	species	83552	Parachlamydia acanthamoebae	Bacteria	3	0.00240608833333333	0.00200453	0.00236201312772777	
D003924	species	83767	Propionivibrio dicarboxylicus	Bacteria	3	0.00103179033333333	0.000164771	0.00156617518042534	
D003924	species	83769	Succinimonas amylolytica	Bacteria	3	0.00365608333333333	0.00300436	0.00148695634873164	
D003924	species	84029	Clostridium roseum	Bacteria	3	0.000133358666666667	0.000135297	2.0699677396842E-05	
D003924	species	85993	Hydrogenophilus hirschii	Bacteria	3	0.000616144333333333	0.000433856	0.000473220083876766	
D003924	species	86177	Pseudomonas halophila	Bacteria	3	0.00034191	0.000135297	0.000397256627173166	
D003924	species	86265	Pseudomonas thivervalensis	Bacteria	3	0.000295516666666667	0.000221845	0.000179315908369373	
D003924	species	89093	Ignavigranum ruoffiae	Bacteria	3	0.000594527	0.000153716	0.000787225032533265	
D003924	species	89767	Paracoccus sp. MBIC1145	Bacteria	3	0.001186907	0.00022211	0.00172097327117448	
D003924	species	90241	Moraxella lincolnii	Bacteria	3	0.000342625	0.000114948	0.000397113955908125	
D003924	species	93221	Pandoraea pulmonicola	Bacteria	3	0.000199454	0.000167044	5.81153561375993E-05	
D003924	species	93683	Roseivivax halodurans	Bacteria	3	0.000463042666666667	0.000153716	0.000559775180076192	
D003924	species	96565	Lactobacillus hamsteri	Bacteria	3	0.00119105866666667	0.00022211	0.00176987763566449	
D003924	species	97477	Anaerobaculum mobile	Bacteria	3	0.000281428666666667	0.00031505	0.000138360414083412	
D003924	species	102109	Desulfovibrio inopinatus	Bacteria	3	0.001915991	0.000504766	0.00277044888283668	
D003924	species	102127	Geitlerinema sp. PCC 7105	Bacteria	3	0.000219806466666667	0.000164771	0.000154946449865279	
D003924	species	102170	Desulfotomaculum sapomandens	Bacteria	3	0.00199230666666667	0.000463699	0.00291034586307269	
D003924	species	103731	Saccharothrix espanaensis	Bacteria	3	0.0001582066	0.000130589	7.58957712279149E-05	
D003924	species	109329	Nocardiopsis trehalosi	Bacteria	3	0.000291669	0.000266547	0.00014114584246091	
D003924	species	113569	Cryptosporangium minutisporangium	Bacteria	3	0.00214426266666667	0.000320358	0.0032010748234681	
D003924	species	114186	Candidatus Carsonella ruddii	Bacteria	3	0.000313716333333333	0.000261177	9.87145975493662E-05	
D003924	species	115744	Synechococcus sp. PCC 7902	Bacteria	3	0.000165111333333333	0.000164771	3.46937519783222E-05	
D003924	species	120957	Nocardia abscessus	Bacteria	3	0.000320996666666667	0.000307515	0.000166985169564046	
D003924	species	123822	[Haemophilus] felis	Bacteria	3	0.000412245	0.000394758	0.0001916926501434	
D003924	species	123840	Haemophilus cf. paragallinarum CCUG 18783	Bacteria	3	0.000202976333333333	0.000213794	2.62697685626146E-05	
D003924	species	125288	Ornithinimicrobium humiphilum	Bacteria	3	0.00218936333333333	0.000534112	0.00321479466488566	
D003924	species	126333	Desulfovibrio desulfuricans subsp. aestuarii	Bacteria	3	0.000151126333333333	9.085E-05	0.000104671121233764	
D003924	species	128802	Albibacter methylovorans	Bacteria	3	0.00081035	0.000164771	0.00113567247164444	
D003924	species	138072	Candidatus Hamiltonella defensa	Bacteria	3	0.00150111533333333	0.000153021	0.00235800343409002	
D003924	species	138853	Mesoplasma lactucae	Bacteria	3	0.000147680133333333	0.000129356	5.91213829342086E-05	
D003924	species	142596	Streptococcus pasteuri	Bacteria	3	0.000366211333333333	0.000195845	0.000368909186887957	
D003924	species	150336	Clostridium thiosulfatireducens	Bacteria	3	0.000331513	0.00034605	0.0002340443419675	
D003924	species	156977	Microbacterium resistens	Bacteria	3	0.000215964666666667	0.000213794	5.00413217384726E-05	
D003924	species	158836	Enterobacter hormaechei	Bacteria	3	0.00220754333333333	0.000129356	0.00361346241631061	
D003924	species	159896	Microbacterium gubbeenense	Bacteria	3	0.000146887	0.000161161	2.99628560554564E-05	
D003924	species	160808	Acidithiobacillus ferrivorans	Bacteria	3	0.000127167333333333	0.000126192	3.7125609925405E-05	
D003924	species	162209	Paenibacillus naphthalenovorans	Bacteria	3	0.000315764333333333	0.000334088	0.000216335292604636	
D003924	species	163605	Nocardiopsis umidischolae	Bacteria	3	0.000240234666666667	0.000221845	8.61434646524815E-05	
D003924	species	163874	Arthrobacter tumbae	Bacteria	3	0.000341196666666667	0.000307431	0.000139337465077894	
D003924	species	168276	Rhodococcus tukisamuensis	Bacteria	3	0.003447959	0.00176668	0.00390223988813386	
D003924	species	171632	Mycoplasma ovis	Bacteria	3	0.000121659666666667	0.000117226	1.20486874942183E-05	
D003924	species	172042	Rothia aeria	Bacteria	3	0.00464395333333333	0.00453968	0.000204839438666809	
D003924	species	172045	Elizabethkingia miricola	Bacteria	3	0.00294904833333333	0.00377136	0.00200924487803461	
D003924	species	177400	Anaerophaga thermohalophila	Bacteria	3	0.00113206333333333	0.000266547	0.00152699680361235	
D003924	species	178901	Acetobacter malorum	Bacteria	3	0.0001510896	0.000139488	5.77837999345837E-05	
D003924	species	181675	Lactobacillus coleohominis	Bacteria	3	0.00444664866666667	0.00124312	0.00654797114895792	
D003924	species	185243	Propionicimonas paludicola	Bacteria	3	0.00174730193333333	0.000130589	0.00282677263653305	
D003924	species	187868	Acidovorax valerianellae	Bacteria	3	0.000440619	0.000284207	0.000333755069278356	
D003924	species	190146	Actinotignum urinale	Bacteria	3	0.00734182333333333	0.00780939	0.00104720437515002	
D003924	species	190200	Nocardiopsis sp. YIM 90014	Bacteria	3	0.00165210966666667	0.000267056	0.00241170167162573	
D003924	species	194436	Methylobacterium sp. PC30.44	Bacteria	3	0.000919441	0.000334088	0.00106194798660904	
D003924	species	195253	Synechococcus sp. PCC 6312	Bacteria	3	0.000215543333333333	0.000213794	6.34150986306363E-05	
D003924	species	198616	Pseudomonas jinjuensis	Bacteria	3	0.000330771666666667	0.000284207	0.000145942004701639	
D003924	species	198706	Lampropedia hyalina	Bacteria	3	0.000191065	0.000139488	0.000101067540679488	
D003924	species	205941	Salinibacterium amurskyense	Bacteria	3	0.000173832	0.000151683	4.16219465306465E-05	
D003924	species	209649	Ferrithrix thermotolerans	Bacteria	3	0.000383446333333333	0.000329542	0.000164766975162905	
D003924	species	209897	Afifella pfennigii	Bacteria	3	0.000321981333333333	0.000270343	0.000105804028913522	
D003924	species	216932	Spiroplasma chinense	Bacteria	3	0.000692920666666667	0.000135297	0.000973491274627736	
D003924	species	216944	Spiroplasma sabaudiense	Bacteria	3	0.000196283666666667	0.000213794	9.78605701614973E-05	
D003924	species	217219	Meganema perideroedes	Bacteria	3	0.00344805	0.00339109	0.000487621518803262	
D003924	species	219742	Psychrobacter adeliensis	Bacteria	3	0.0004019466	0.000117226	0.000508153240973901	
D003924	species	220697	Thalassospira xiamenensis	Bacteria	3	0.00168184533333333	0.00211193	0.00110843023772601	
D003924	species	225326	Corynebacterium halotolerans	Bacteria	3	0.0004812016	0.000334088	0.000472280654532112	
D003924	species	227942	Lactobacillus gastricus	Bacteria	3	0.008700026	0.00022211	0.0147484366998522	
D003924	species	240412	Chitinimonas taiwanensis	Bacteria	3	0.000345923666666667	0.00031505	0.000198399392590636	
D003924	species	241555	Helcococcus sueciensis	Bacteria	3	0.00101528066666667	0.000266547	0.00137863043822713	
D003924	species	249352	Flavobacterium fryxellicola	Bacteria	3	0.00149341893333333	0.00131817	0.00148881254490934	
D003924	species	251542	Candidatus Blochmannia chromaiodes	Bacteria	3	0.000322951666666667	0.000270595	0.000187646547541737	
D003924	species	258723	Marinilactibacillus piezotolerans	Bacteria	3	0.000164891333333333	0.000153021	5.99563699896294E-05	
D003924	species	262323	Lysobacter brunescens	Bacteria	3	0.00319607766666667	0.00378974	0.00269633317899445	
D003924	species	265981	Alkalimonas delamerensis	Bacteria	3	0.000144115666666667	0.000114948	7.23990278548913E-05	
D003924	species	267746	Aneurinibacillus danicus	Bacteria	3	0.000649624333333333	0.000295937	0.000776938983102491	
D003924	species	268735	Halonotius pteroides	Archaea	3	0.000261672666666667	0.000237239	0.000122706753450384	
D003924	species	270368	Paucibacter toxinivorans	Bacteria	3	0.0002269276	0.000270343	0.000111748279868104	
D003924	species	270495	Fangia hongkongensis	Bacteria	3	0.000112635	0.000111758	2.22364745182324E-05	
D003924	species	271065	Methylomicrobium alcaliphilum	Bacteria	3	0.000198065	0.000135297	0.000113901163369827	
D003924	species	271157	Flavobacterium segetis	Bacteria	3	0.000364884266666667	0.000139488	0.000425065930074163	
D003924	species	272918	Nesterenkonia sandarakina	Bacteria	3	0.000239804333333333	0.000252383	3.52656464896552E-05	
D003924	species	284579	Bacillus salarius	Bacteria	3	0.000314555666666667	0.000336378	4.1181051544774E-05	
D003924	species	285535	Streptomyces fulvoviolaceus	Bacteria	3	0.0002171246	0.000221845	0.000114850376986234	
D003924	species	286730	Alkaliflexus imshenetskii	Bacteria	3	0.002276976	0.000436121	0.00334194926413478	
D003924	species	287098	Loktanella rosea	Bacteria	3	0.000350894	0.000270343	0.000168999841807618	
D003924	species	290732	Aminiphilus circumscriptus	Bacteria	3	0.0001330466	0.000113274	4.62340165709189E-05	
D003924	species	293890	Agromyces subbeticus	Bacteria	3	0.000217092466666667	0.000221845	0.000114899539927074	
D003924	species	300193	Phyllobacterium trifolii	Bacteria	3	0.00373978666666667	0.00374981	0.00162286821536234	
D003924	species	306540	Halolactibacillus halophilus	Bacteria	3	0.000167312666666667	0.000167044	7.6597353383347E-05	
D003924	species	312277	Flavobacterium indicum	Bacteria	3	0.00362274633333333	0.0039932	0.00332245636106636	
D003924	species	315358	Spiroplasma eriocheiris	Bacteria	3	0.000281093	0.000270343	0.000119786324974932	
D003924	species	319652	Pediococcus cellicola	Bacteria	3	0.000186855	0.000167044	7.23589255793644E-05	
D003924	species	320799	Gordonia soli	Bacteria	3	0.000587761	0.000427589	0.000488002506465899	
D003924	species	327095	Demequina aestuarii	Bacteria	3	0.000234062	0.000221845	2.84193784062917E-05	
D003924	species	327855	Sphingomonas sp. ORS 1497	Bacteria	3	0.000662565333333333	0.000213794	0.000854283933067533	
D003924	species	331648	Nonlabens spongiae	Bacteria	3	0.00219904533333333	0.00300436	0.00182264252251651	
D003924	species	332168	Halococcus hamelinensis	Archaea	3	0.000235443	0.000129356	0.000197838971977212	
D003924	species	334424	Hymenobacter rigui	Bacteria	3	0.000289993666666667	0.000267056	4.01708171977287E-05	
D003924	species	334771	Ignisphaera aggregans	Archaea	3	0.000284429666666667	0.000284207	0.000158076117618486	
D003924	species	336988	Oenococcus kitaharae	Bacteria	3	0.00025238	0.000213794	0.000112003112238009	
D003924	species	340021	Thalassobius mediterraneus	Bacteria	3	0.000351107	0.000394758	0.000193521652517231	
D003924	species	345309	Luteibacter yeojuensis	Bacteria	3	0.000153534266666667	0.000164771	4.8907021569641E-05	
D003924	species	346045	Amycolatopsis benzoatilytica	Bacteria	3	0.000730480266666667	0.000976174	0.00055043539897159	
D003924	species	351187	Salinispora pacifica	Bacteria	3	0.000907401333333333	0.000783532	0.000849940888263021	
D003924	species	354237	Mechercharimyces mesophilus	Bacteria	3	0.000200330666666667	0.00022211	7.84676137609226E-05	
D003924	species	354356	Niastella koreensis	Bacteria	3	0.000233888666666667	0.000221845	7.5859949184885E-05	
D003924	species	362648	Microbacterium sp. IFO 15709	Bacteria	3	0.00131121333333333	0.000267056	0.00189580610824771	
D003924	species	364763	Ferrimonas kyonanensis	Bacteria	3	0.000206475266666667	0.000252383	9.25130768162714E-05	
D003924	species	367279	Pseudonocardia ailaonensis	Bacteria	3	0.00140539966666667	0.000164771	0.00217076441363229	
D003924	species	367280	Pseudonocardia sp. YIM 45552	Bacteria	3	0.00166518666666667	0.00215668	0.00118357574520321	
D003924	species	375750	Synergistes sp. RMA 14551	Bacteria	3	0.0452231666666667	0.00323384	0.0736929214654225	
D003924	species	377615	Thermobacillus composti	Bacteria	3	0.00160223693333333	0.000167044	0.00254412126174226	
D003924	species	379071	Gilvibacter sediminis	Bacteria	3	0.00705474533333333	0.00039988	0.0116417832623909	
D003924	species	384677	Ornithinimicrobium pekingense	Bacteria	3	0.00687463933333333	0.00176668	0.00978784746857047	
D003924	species	386056	Paraburkholderia ferrariae	Bacteria	3	0.000246793333333333	0.000164771	0.00016444917618016	
D003924	species	392413	Deinococcus misasensis	Bacteria	3	0.00295827333333333	0.00260627	0.00106682663026067	
D003924	species	396595	Thioalkalivibrio sp. K90mix	Bacteria	3	0.000280654466666667	0.000347315	0.000158333336384519	
D003924	species	396812	Fulvivirga kasyanovii	Bacteria	3	0.000951108333333333	0.000135297	0.00143346036856006	
D003924	species	401654	Rahnella sp. BIHB 783	Bacteria	3	0.001745435	0.00022211	0.00266125485635536	
D003924	species	403962	Azospirillum canadense	Bacteria	3	0.000253774	0.000195845	0.000161378493260409	
D003924	species	405446	Stenotrophomonas terrae	Bacteria	3	0.008048248	0.000252383	0.0135819114243559	
D003924	species	405557	Micrococcus xinjiangensis	Bacteria	3	0.00024769	0.000221845	5.18935926777093E-05	
D003924	species	406787	Lysobacter deserti	Bacteria	3	0.000180904933333333	0.000135297	0.000110988002575113	
D003924	species	412019	Pseudonocardia sp. YIM 45506	Bacteria	3	0.00427009866666667	0.00247157	0.00528678704795127	
D003924	species	418184	Sphingomonas molluscorum	Bacteria	3	0.000253773	0.000167044	0.000164677811902515	
D003924	species	434086	Porticoccus litoralis	Bacteria	3	0.00021022	0.000221845	4.0895080400948E-05	
D003924	species	445961	Chryseobacterium soli	Bacteria	3	0.000864427266666667	0.000221845	0.00122003978800464	
D003924	species	446683	Niabella soli	Bacteria	3	0.000273752666666667	0.000260217	0.000119933735639033	
D003924	species	449306	Desulfobulbus sp. DSM 2033	Bacteria	3	0.000248504666666667	0.000260217	0.000152447315667851	
D003924	species	453816	Bdellovibrio exovorus	Bacteria	3	0.00274058233333333	0.000310453	0.00433389652900878	
D003924	species	456327	Xanthomonas euvesicatoria	Bacteria	3	0.000157101	0.000164771	1.52955862587872E-05	
D003924	species	461393	Actinomyces massiliensis	Bacteria	3	0.00421429666666667	0.00396778	0.000970244219994808	
D003924	species	468056	Flavobacterium fluvii	Bacteria	3	0.000220688266666667	0.000221845	0.000120127276992419	
D003924	species	470832	Sporosarcina sp. YIM C303	Bacteria	3	0.000266517666666667	0.000237239	0.000143920241114074	
D003924	species	483011	Lactobacillus fabifermentans	Bacteria	3	0.00470881333333333	0.00453968	0.00168382288763793	
D003924	species	484498	Oleibacter marinus	Bacteria	3	0.00107696933333333	0.00133635	0.000596437928976129	
D003924	species	489722	Mesorhizobium metallidurans	Bacteria	3	0.000249338933333333	0.000153716	0.000213848764783464	
D003924	species	490189	Flavobacterium caeni	Bacteria	3	0.00231096133333333	0.000668177	0.00318370754935913	
D003924	species	504469	Enterovibrio nigricans	Bacteria	3	0.000161253133333333	0.000113274	9.49289894703053E-05	
D003924	species	507750	Peptoniphilus duerdenii	Bacteria	3	0.00361666666666667	0.00273	0.00233960110560184	
D003924	species	511062	Oceanimonas sp. GK1	Bacteria	3	0.000134741133333333	9.98904E-05	6.86212719690719E-05	
D003924	species	521469	Brevibacillus sp. CCBAU 10720	Bacteria	3	0.000296872	0.000336378	0.000189690904966474	
D003924	species	529703	Adhaeribacter terreus	Bacteria	3	0.000190908	0.000173025	7.21746826040821E-05	
D003924	species	547146	Hydrogenobaculum sp. SN	Bacteria	3	0.000655713666666667	0.000130589	0.000913353162644294	
D003924	species	550983	Niastella populi	Bacteria	3	0.000361439666666667	0.00022211	0.000292392031752463	
D003924	species	566023	Pseudonocardia sp. YIM 61043	Bacteria	3	0.00261854666666667	0.000371759	0.0040721226339643	
D003924	species	588672	Patulibacter americanus	Bacteria	3	0.001641878	0.000504766	0.0022855051469126	
D003924	species	593909	Mesorhizobium opportunistum	Bacteria	3	0.000210591666666667	0.000167044	7.74035909007672E-05	
D003924	species	614212	Paraburkholderia oxyphila	Bacteria	3	0.000489173	0.000443689	0.000314418166098907	
D003924	species	616990	Lactobacillus paucivorans	Bacteria	3	0.000453476333333333	0.000443689	0.000236411995297052	
D003924	species	627192	Sphingobium sp. SYK-6	Bacteria	3	0.000204928666666667	0.000213794	0.00011022471342822	
D003924	species	639218	marine bacterium SIMO-4474	Bacteria	3	0.000314129133333333	0.00039988	0.0001867626540223	
D003924	species	649841	Sulfuricella denitrificans	Bacteria	3	0.000232333666666667	0.000279815	0.000100193744566881	
D003924	species	656024	Frankia symbiont of Datisca glomerata	Bacteria	3	0.000540619333333333	0.000630958	0.000337596366771524	
D003924	species	664784	Haloechinothrix alba	Bacteria	3	0.000164379466666667	0.000126192	8.98876877756533E-05	
D003924	species	665943	Eggerthella sp. 1_3_56FAA	Bacteria	3	1.54128	1.41139	0.557432812363966	
D003924	species	669502	Candidatus Profftella armatura	Bacteria	3	0.00591020833333333	0.00677576	0.00540321551965201	
D003924	species	702114	Methylomonas koyamae	Bacteria	3	0.012522958	0.000463699	0.0210474276224428	
D003924	species	702383	Jiangella muralis	Bacteria	3	0.0003175966	0.000221845	0.000278134644523619	
D003924	species	717785	Hyphomicrobium sp. MC1	Bacteria	3	0.000382385	0.000267056	0.000308686226325374	
D003924	species	754477	Methylophaga frappieri	Bacteria	3	0.000159485133333333	0.000164771	5.71354777091549E-05	
D003924	species	755172	Peptoniphilus coxii	Bacteria	3	0.00776965666666667	0.00631592	0.00470638969780801	
D003924	species	872396	Bacillus daqingensis	Bacteria	3	0.000213990666666667	0.000199974	0.000109219655087046	
D003924	species	936594	Lachnoanaerobaculum sp. ICM7	Bacteria	3	0.00795	0.00838	0.00128035151423349	
D003924	species	945692	Gordonia neofelifaecis	Bacteria	3	0.000329467	0.000164771	0.000319255504950189	
D003924	species	945970	Paenibacillus sp. IHB B 2310	Bacteria	3	0.000265657	0.000213794	0.000158593474572569	
D003924	species	1008460	Pyrococcus yayanosii	Archaea	3	0.0126966666666667	0.00839	0.00771187612279485	
D003924	species	1033854	Thioalkalivibrio sulfidiphilus	Bacteria	3	0.000211233	0.000195845	0.000129077772881314	
D003924	species	1050174	Corynebacterium epidermidicanis	Bacteria	3	0.00171033093333333	0.000267056	0.00264583069802847	
D003924	species	1055104	Cobetia amphilecti	Bacteria	3	0.000148306333333333	0.000151683	2.06342648120386E-05	
D003924	species	1070860	actinobacterium YIM 75000	Bacteria	3	0.000640330333333333	0.000823856	0.000370586763182839	
D003924	species	1086013	Gemmobacter megaterium	Bacteria	3	0.000114264666666667	0.000112456	2.43693909922537E-05	
D003924	species	1113616	Paenibacillus sp. NBRC 13633	Bacteria	3	0.00259523633333333	0.000329542	0.00409367108396074	
D003924	species	1113661	Sphingomonas sp. NBRC 15917	Bacteria	3	0.000694349	0.000494314	0.000568996146903474	
D003924	species	1113725	Alcanivorax sp. NBRC 101095	Bacteria	3	0.000261444333333333	0.000266547	9.28237439092678E-06	
D003924	species	1113750	Flavobacterium sp. NBRC 101303	Bacteria	3	0.00159333266666667	0.000499934	0.00189869118571856	
D003924	species	1113834	Rhizobium sp. NBRC 101870	Bacteria	3	0.000227097266666667	0.000153716	0.00017569692110112	
D003924	species	1126833	Paenibacillus beijingensis	Bacteria	3	0.00161697433333333	0.000164771	0.0025487733442706	
D003924	species	1133364	Paenibacillus vulneris	Bacteria	3	0.000262516666666667	0.000167044	0.000201778899494802	
D003924	species	1137985	Lutibacter sp. R-30339	Bacteria	3	0.000165877266666667	0.000130589	8.89492873519138E-05	
D003924	species	1137993	Geodermatophilus africanus	Bacteria	3	0.000452911666666667	0.000341369	0.000266583341605085	
D003924	species	1155944	Marininema halotolerans	Bacteria	3	0.000237182333333333	0.000181078	0.000143143923497763	
D003924	species	1204213	Streptomyces sp. YIM 75776	Bacteria	3	0.000900301333333333	0.000378575	0.00107486305252359	
D003924	species	1204215	Streptomyces sp. YIM 75782	Bacteria	3	0.000554295	0.000167044	0.000672707843050012	
D003924	species	1204220	Streptomyces sp. YIM 75790	Bacteria	3	0.000779395666666667	0.000659085	0.00072092791266973	
D003924	species	1295609	Thermodesulfobacterium geofontis	Bacteria	3	0.000222513	0.000266547	0.000116382072141718	
D003924	species	1302685	Chryseobacterium takakiae	Bacteria	3	0.0010326806	0.000221845	0.00151116955756959	
D003924	species	1302690	Cnuella takakiae	Bacteria	3	0.000815771	0.000743518	0.000202711697153864	
D003924	species	1403274	Beijerinckia doebereinerae	Bacteria	3	0.000434732333333333	0.000266547	0.000338021657179438	
D003924	species	1411133	Geothermomicrobium terrae	Bacteria	3	0.00630414633333333	0.000399947	0.0104643472500064	
D003924	species	1411316	Pedobacter sp.	Bacteria	3	0.000189672266666667	0.000139488	0.000122730366769652	
D003924	species	1415541	Micromonospora sp. NRRL B-16802	Bacteria	3	0.000211835	0.000126192	0.000179815494407462	
D003924	species	1449080	Thermus amyloliquefaciens	Bacteria	3	0.000235034333333333	0.000221845	8.86519286554632E-05	
D003924	species	1462575	Lactobacillus furfuricola	Bacteria	3	0.000252430333333333	0.000195845	0.00017068302191587	
D003924	species	1463886	Streptomyces sp. NRRL S-15	Bacteria	3	0.000353376333333333	0.000424288	0.000139960937208685	
D003924	species	1463915	Streptomyces sp. NRRL S-575	Bacteria	3	0.000981041	0.000501133	0.00101046486211694	
D003924	species	1463922	Streptomyces sp. NRRL S-98	Bacteria	3	0.002148805	0.000999868	0.00228330107449478	
D003924	species	1494462	Lactococcus hircilactis	Bacteria	3	0.000228277333333333	0.000150586	0.000144283230769668	
D003924	species	1521930	Mesocricetibacter intestinalis	Bacteria	3	0.000571643666666667	0.00025073	0.000600502486398128	
D003924	species	1590652	Cohnella sp. VKM B-2846	Bacteria	3	0.000206231	0.000185879	0.000105434640080953	
D003924	species	1646377	Rouxiella sp. 323	Bacteria	3	0.000218006	0.00022211	0.000125465351141261	
D003924	species	1689449	Tessaracoccus rhinocerotis	Bacteria	3	0.000437895333333333	0.000391766	0.00029887097595172	
D003924	species	1708783	Pseudomonas sp. DSM 100277	Bacteria	3	0.000369825666666667	0.000329542	0.00028038831330912	
D003924	species	1742687	Arthrobacter deserti	Bacteria	3	0.00118603866666667	0.000614862	0.00139521284838455	
D003924	species	1750644	Aeromicrobium sp. YIM Y47	Bacteria	3	0.00253860533333333	0.00353694	0.00210770089266607	
D003924	species	1796622	Clostridium sp. 40cc-B-5824-ARE	Bacteria	3	0.000398762333333333	0.000320358	0.000147062917366457	
D003924	species	33	Myxococcus fulvus	Bacteria	2	0.001168109	0.001168109	0.000237928703947212	
D003924	species	35	Corallococcus macrosporus	Bacteria	2	0.000634049	0.000634049	4.8264280456669E-05	
D003924	species	41	Stigmatella aurantiaca	Bacteria	2	0.0001061732	0.0001061732	8.88522096967768E-06	
D003924	species	51	Chondromyces apiculatus	Bacteria	2	0.0002134585	0.0002134585	0.00017383442398012	
D003924	species	86	Hyphomonas jannaschiana	Bacteria	2	0.000243172	0.000243172	4.15467660353968E-05	
D003924	species	94	Stella humosa	Bacteria	2	0.0005063485	0.0005063485	0.000533147906412939	
D003924	species	147	Spirochaeta aurantia	Bacteria	2	0.000283866	0.000283866	3.34447365365613E-05	
D003924	species	151	Spirochaeta litoralis	Bacteria	2	0.000488547	0.000488547	0.000215199463572752	
